urlid,alchemy_category,alchemy_category_score,avglinksize,commonlinkratio_1,commonlinkratio_2,commonlinkratio_3,commonlinkratio_4,compression_ratio,embed_ratio,frameTagRatio,hasDomainLink,html_ratio,image_ratio,lengthyLinkDomain,linkwordscore,news_front_page,non_markup_alphanum_characters,numberOfLinks,numwords_in_url,parametrizedLinkRatio,spelling_errors_ratio,label,Type,subdomain,webname,domain,countPath,website_type,website_type2,wordInHLT,wordError,lld_nol_prob,linkscorepredprob
1641,0,0.6008133639871819,1.40433213,0.43772242,0.1886121,0.03202847,0.021352312999999998,0.48347737700000004,0.0,0.035330261,0,0.174798117,0.151515152,1,29,1.0,4742,281,0,0.24199288300000002,0.099071207,0.0,training,519,1791,12,1,0,0,1375.18,469.79566359399996,0.8686287904691933,0.5034964465021093
8747,2,0.695459,1.9622641509999998,0.45762711899999997,0.305084746,0.016949153,0.0,0.446292446,0.0,0.102362205,0,0.278671409,0.008805031,0,12,0.0,3393,59,6,0.06779661,0.08239700400000001,1.0,training,0,4030,12,3,1316,1350,407.16,279.57303457200004,0.1612916722231199,0.5976012530999557
8438,0,0.6008133639871819,2.557471264,0.608247423,0.268041237,0.077319588,0.030927835,21.0,-1.0,0.061020036,0,0.25836663,-1.0,1,16,0.0,11480,194,7,0.278350515,0.090909091,1.0,training,268,2087,12,3,1175,1329,1836.8,1043.63636468,0.8676111264579346,0.834962228306857
4467,1,0.584688,2.2,0.5066666670000001,0.206666667,0.066666667,0.026666667,0.359460445,0.0,0.05928237099999999,0,0.236588977,0.07416267900000001,1,31,0.0,3453,150,9,0.26,0.21182266,1.0,training,206,1627,12,3,705,1329,1070.43,731.42364498,0.8536047232256732,0.5782977732960317
9109,3,0.8497370000000001,3.266666667,0.333333333,0.066666667,0.0,0.0,0.618934911,0.0,0.024390244,0,0.450518135,0.0,1,21,0.0,940,15,0,0.0,0.09629629599999999,0.0,training,519,1110,16,1,0,0,197.4,90.51851823999999,0.13926254400134067,0.5061725259125543
1020,2,0.729716,0.9722222220000001,0.128205128,0.025641026,0.0,0.0,0.595588235,0.0,0.014534884,0,0.218373437,1.125,0,61,0.0,423,117,6,0.017094017,0.102941176,0.0,training,54,433,42,7,616,833,258.03,43.544117448,0.8441788063113398,0.15796216737170152
3554,8,0.777652,1.6693548390000001,0.33793103399999996,0.08275862099999999,0.006896551999999999,0.0,0.462476294,0.0,0.05862069,1,0.33413631,0.03196347,0,23,0.0,3274,145,6,0.027586207,0.074303406,1.0,training,519,2781,42,3,1258,2082,753.02,243.269351244,0.8561634580120598,0.5522560354634618
6167,4,0.449769,2.516853933,0.44791666700000005,0.15625,0.083333333,0.010416667,0.8959999999999999,0.0,0.058426966,0,0.221822252,0.666666667,1,33,0.0,2100,96,4,0.0625,0.033333333,1.0,training,519,341,51,3,1043,1926,693.0,69.9999993,0.5348272321212596,0.5
3738,0,0.6008133639871819,3.596774194,0.384615385,0.10769230800000001,0.092307692,0.061538462,0.47305389200000003,0.0,0.065296252,0,0.22168787399999998,0.033591731,1,7,0.0,13636,65,8,0.092307692,0.089005236,0.0,training,519,798,12,5,453,714,954.52,1213.675398096,0.16498135015153895,0.8447334151903693
9791,8,0.0784091,1.545454545,0.345454545,0.163636364,0.0,0.0,21.0,-1.0,0.021875,0,0.27943686,-1.0,0,45,1.0,456,55,0,0.836363636,0.25,0.0,training,0,2045,27,1,0,0,205.2,114.0,0.44845958507095707,0.16361417605920497
2180,0,0.6008133639871819,1.110132159,0.8676844779999999,0.197201018,0.077608142,0.06870229,0.678947368,0.0,0.0067950169999999996,0,0.147318493,0.29577464800000003,0,51,0.0,2780,786,3,0.0,0.12,1.0,training,519,2539,12,4,518,833,1417.8,333.59999999999997,0.11920292202211755,0.15823380611778692
6153,11,0.895264,3.0363636360000004,0.5,0.205263158,0.110526316,0.042105263,0.40858209,0.0,0.015732547,0,0.224142252,0.780748663,1,8,0.0,29601,190,6,0.121052632,0.065326633,1.0,training,0,429,12,2,528,91,2368.08,1933.733663433,0.8532096601986177,0.5815437653081025
7474,8,0.44697299999999995,1.84496124,0.6911764709999999,0.272058824,0.051470588,0.007352941,0.567322239,0.0,0.037408759,0,0.141236939,0.86407767,0,13,0.0,7883,136,4,0.352941176,0.104761905,1.0,training,519,342,12,3,1750,143,1024.79,825.838097115,0.8512179909918228,0.837479672924746
5592,0,0.6008133639871819,2.086956522,0.68,0.21,0.07,0.03,0.45396825399999996,0.0,0.060301508,0,0.23274672600000001,0.029411765,0,54,0.0,865,100,6,0.03,0.06818181799999999,0.0,training,519,2223,12,2,117,1955,467.1,58.97727256999999,0.8339156357777174,0.1485184477941078
8568,8,0.36525,3.2,0.326086957,0.130434783,0.043478261,0.0,0.50728863,0.0,0.08396946599999999,0,0.328747819,0.065420561,1,44,0.0,848,46,1,0.152173913,0.3,0.0,training,0,2130,46,1,21,0,373.12,254.39999999999998,0.44028635073280703,0.16428750630761857
8131,3,0.504374,0.8375,0.186046512,0.093023256,0.046511628,0.0,0.332103969,0.0,0.043256997,0,0.22659755899999998,0.048268625,0,5,0.0,5721,86,3,0.174418605,0.020486556,1.0,training,519,1601,12,3,135,1108,286.05,117.203586876,0.5318716211394506,0.5810956417872526
10182,1,0.713993,3.8636363639999995,0.611111111,0.444444444,0.38888888899999996,0.38888888899999996,0.5438871470000001,0.0,0.023809524,0,0.334191265,0.020920502,0,11,0.0,2863,36,2,0.111111111,0.10924369699999999,1.0,training,519,483,12,5,453,714,314.93,312.76470451099993,0.14942341915661392,0.8387300892468948
741,0,0.6008133639871819,2.0957446809999998,0.666666667,0.20952381,0.076190476,0.028571429,0.404255319,0.0,0.06352459,0,0.23084808899999998,0.040650407,1,27,0.0,2780,105,10,0.14285714300000002,0.10273972599999999,1.0,training,519,2223,12,2,150,1072,750.6,285.61643827999995,0.8391846445676053,0.44615554923437645
1080,0,0.6008133639871819,1.174603175,0.582677165,0.244094488,0.023622047,0.007874016,0.5977528089999999,0.0,0.052369077,0,0.19495209300000002,0.44047619,0,46,0.0,822,127,2,0.05511811,0.139784946,1.0,training,0,358,12,2,871,0,378.12,114.903225612,0.8512179909918228,0.44599462959793296
2749,1,0.372202,1.8720930230000001,0.336734694,0.09693877599999999,0.035714286,0.020408163,0.5,0.0,0.051620648,0,0.208923275,0.18636363600000003,1,33,0.0,3075,196,6,0.147959184,0.08219178099999999,1.0,training,0,1565,12,2,200,0,1014.75,252.73972657499996,0.8690809570711127,0.5
9685,8,0.478547,3.024793388,0.73553719,0.619834711,0.32231405,0.074380165,0.501955671,0.0,0.072072072,0,0.31023504399999996,0.055045872,1,51,0.0,1712,121,3,0.099173554,0.131578947,0.0,training,413,3232,12,4,1562,1024,873.12,225.263157264,0.8547250766032829,0.15823380611778692
1659,1,0.8345360000000001,2.5,0.408450704,0.352112676,0.253521127,0.169014085,0.449407115,0.0,0.041484716,0,0.238308792,0.052380952,1,19,0.0,3590,71,6,0.183098592,0.086538462,1.0,training,519,3041,12,4,453,714,682.1,310.67307858,0.5217254425298697,0.8320183851339245
7079,2,0.791538,1.6,0.258064516,0.048387097000000004,0.0,0.0,0.445421962,0.0,0.164215686,0,0.26839742,0.011583012,0,13,0.0,2827,62,10,0.0,0.075289575,1.0,training,0,2287,8,4,1175,447,367.51,212.84362852499999,0.4174297935376854,0.837479672924746
2557,2,0.647939,5.079268293,0.865196078,0.492647059,0.370098039,0.340686275,0.42953142,0.0,0.014366565,0,0.199767611,0.068559186,1,9,0.0,37737,408,13,0.321078431,0.08507135,1.0,training,0,1325,12,3,453,714,3396.33,3210.33753495,0.8807970779778823,0.5734296567326268
2331,1,0.8275950000000001,1.212435233,0.42222222200000004,0.035555556,0.008888889,0.0,0.462935508,0.0,0.019248396,0,0.186349417,0.196296296,0,16,0.0,5352,225,2,0.368888889,0.07858546200000001,0.0,training,93,699,12,2,1985,2003,856.32,420.589392624,0.853798059619033,0.834962228306857
6322,2,0.481202,2.76744186,0.583333333,0.351851852,0.287037037,0.240740741,0.406615871,0.0,0.018907563,0,0.238182633,0.041479821,1,16,0.0,5587,108,7,0.240740741,0.100116414,1.0,training,0,1508,12,4,453,714,893.92,559.3504050180001,0.8506870654691563,0.834962228306857
1961,0,0.6008133639871819,1.463768116,0.34444444399999996,0.0,0.0,0.0,0.8646616540000001,0.047619048,0.10185185199999999,0,0.26493031899999997,0.666666667,0,43,0.0,691,90,7,0.088888889,0.0,0.0,training,0,1403,37,2,842,921,297.13,0.0,0.8351013734437561,0.5
4260,4,0.843585,2.935483871,0.34375,0.125,0.015625,0.0,0.488666085,0.0,0.007905138,0,0.244958505,0.23181818199999998,1,26,0.0,2274,64,1,0.0,0.078341014,0.0,training,314,2486,51,4,83,1457,591.24,178.147465836,0.8361188954319113,0.5301646660981982
3041,6,0.76449,2.212598425,0.530612245,0.265306122,0.088435374,0.034013605,0.44592314899999996,0.0,0.043478261,0,0.295864869,0.03822314,1,11,0.0,10697,147,12,0.14285714300000002,0.11099476400000001,1.0,training,519,915,12,4,330,577,1176.67,1187.310990508,0.855757089478164,0.8387300892468948
8364,8,0.487137,1.018867925,0.20754717,0.018867925,0.0,0.0,0.624413146,0.0,0.097046414,0,0.26527112,0.457142857,0,50,0.0,282,53,0,0.20754717,0.14754098400000001,1.0,training,519,1364,12,2,94,0,141.0,41.60655748800001,0.15634028507414274,0.1599199873438164
8550,8,0.46033500000000005,2.340909091,0.239130435,0.086956522,0.0,0.0,0.48373408799999995,0.0,0.138059701,0,0.285549444,0.0703125,1,30,0.0,1180,46,6,0.043478261,0.131386861,1.0,training,0,3496,12,3,1514,1023,354.0,155.03649597999998,0.44028635073280703,0.5130405202430282
8577,0,0.6008133639871819,1.176470588,0.141361257,0.031413613,0.005235602,0.0,0.418388573,0.0,0.066595059,0,0.206952739,0.024527543,1,7,0.0,13109,191,10,0.30366492100000003,0.124534547,1.0,training,0,2076,12,2,224,2263,917.63,1632.5233766229999,0.8621583430350643,0.8447334151903693
5568,0,0.6008133639871819,1.089403974,0.444108761,0.096676737,0.057401812999999996,0.039274923999999996,0.5085795999999999,0.0,0.027284264,0,0.188534334,0.263157895,1,21,0.0,5368,331,6,0.277945619,0.12596401,1.0,training,519,1548,12,3,453,714,1127.28,676.17480568,0.8807970779778823,0.5061725259125543
9780,4,0.709492,2.57793765,0.680709534,0.43015521100000004,0.168514412,0.079822616,0.62739726,0.0,0.031152647999999998,0,0.182044197,1.6521739130000002,1,56,0.0,4094,451,1,0.5764966739999999,0.152777778,0.0,training,79,607,12,1,1237,0,2292.64,625.4722231320001,0.8670357598021706,0.4146372773589576
6500,5,0.942319,2.261083744,0.672985782,0.360189573,0.109004739,0.052132701,0.530204461,0.0,0.055865922,0,0.251166958,0.007772021,1,52,0.0,2070,211,6,0.104265403,0.111959288,0.0,training,198,1557,12,4,453,714,1076.4,231.75572616,0.8681403601684844,0.16745486492033174
9409,0,0.6008133639871819,2.741935484,0.176470588,0.058823529000000006,0.0,0.0,0.46148092700000004,0.0,0.076612903,0,0.27565503399999997,0.00655308,1,7,0.0,5301,51,9,0.019607843,0.10498687699999999,1.0,training,519,4066,12,1,1210,0,371.07,556.5354349769999,0.4572475058826808,0.8447334151903693
2528,1,0.836358,1.775,0.333333333,0.09604519800000001,0.039548023,0.02259887,0.442553191,0.03125,0.054499365999999994,0,0.204264666,0.213541667,1,34,0.0,2668,177,6,0.15819209,0.14556962,0.0,training,0,1565,12,2,388,0,907.12,388.37974616,0.8730912143037655,0.44575884702110696
1014,1,0.583766,2.431952663,0.594117647,0.4,0.282352941,0.235294118,0.467696629,0.0,0.029591837000000003,0,0.22615086899999998,0.104265403,1,18,0.0,8060,170,8,0.011764706000000002,0.11074380199999999,1.0,training,0,4099,12,5,453,714,1450.8,892.5950441199999,0.8540426485561954,0.8331982473445818
6420,1,0.668719,0.990430622,0.522522523,0.10810810800000001,0.009009009,0.0,0.41720154,0.0,0.057720058,0,0.20061983,0.075630252,0,54,0.0,903,222,4,0.013513513999999999,0.045454545,1.0,training,417,3264,12,4,453,2109,487.62,41.045454135,0.8490632396471,0.1485184477941078
3482,2,0.8526450000000001,1.893175074,0.6865284970000001,0.277202073,0.054404145,0.025906736,0.47740345100000003,0.0,0.048229548,0,0.21637789600000001,0.162371134,1,43,0.0,4389,386,4,0.215025907,0.051413882,1.0,training,519,1707,12,4,453,714,1887.27,225.655528098,0.8807970779778823,0.5
5906,0,0.6008133639871819,2.48951049,0.643533123,0.170347003,0.031545741,0.0063091480000000005,0.630017452,0.0,0.015695067,0,0.21004344,0.819444444,1,54,0.0,3042,317,3,0.170347003,0.056818182,0.0,training,519,65,42,2,1175,2063,1642.68,172.840909644,0.8581489350995123,0.1485184477941078
8202,2,0.85,2.107954545,0.5824742270000001,0.443298969,0.19587628899999998,0.103092784,0.36527149299999995,0.0,0.047091413,0,0.242835685,0.026060606,1,13,0.0,10381,194,3,0.18041237100000002,0.068621335,1.0,training,519,1134,4,3,453,714,1349.53,712.3580786350001,0.8676111264579346,0.837479672924746
2814,1,0.798905,1.4022988509999998,0.311320755,0.11320754699999999,0.028301887,0.018867925,0.477521264,0.0,0.030050083,0,0.250797457,0.070853462,1,9,0.0,5527,106,4,0.20754717,0.08291874,1.0,training,519,595,12,3,453,714,497.43,458.29187598000004,0.54823660816288,0.5734296567326268
1536,1,0.335363,1.6018518519999998,0.401574803,0.149606299,0.039370079,0.015748031000000003,0.42233972200000003,0.0,0.08376963400000001,0,0.262837198,0.078512397,1,29,0.0,2072,127,7,0.228346457,0.084615385,1.0,training,519,844,51,3,1921,895,600.88,175.32307772000001,0.8512179909918228,0.5034964465021093
709,1,0.507151,2.1497797359999997,0.6715063520000001,0.192377495,0.068965517,0.032667877000000005,0.5082135520000001,0.005847953,0.034437663,0,0.17776821399999998,0.573099415,1,41,0.0,7525,551,8,0.344827586,0.125,1.0,training,519,1707,12,4,453,714,3085.25,940.625,0.8807970779778823,0.464846825295527
7212,8,0.27526,1.3459459459999998,0.4,0.086486486,0.037837838,0.005405405,0.491496599,0.0,0.017975401999999998,0,0.237692199,0.08353222,0,7,0.0,15389,185,5,0.010810811000000002,0.055961070999999994,1.0,training,519,4,12,2,518,925,1077.23,861.184921619,0.854796506280329,0.8447334151903693
1867,6,0.794899,1.763888889,0.34666666700000004,0.026666667,0.0,0.0,0.40740432600000004,0.0,0.039665971,0,0.305498929,0.010165864,0,6,0.0,10451,75,4,0.026666667,0.08608161,1.0,training,519,1817,12,4,1120,1183,627.06,899.63890611,0.16643440755425873,0.5485194052642788
7936,0,0.6008133639871819,2.5871559630000003,0.621848739,0.302521008,0.075630252,0.008403361,0.450814901,0.0,0.063763608,0,0.236503453,0.107890499,1,28,0.0,3362,119,4,0.327731092,0.059967585,0.0,training,314,2486,12,4,1198,2292,941.36,201.61102076999998,0.8504449636679104,0.5348272321212596
6995,4,0.560214,2.282296651,0.637860082,0.230452675,0.057613169000000006,0.020576132,0.425858653,0.0,0.041916168,0,0.237587123,0.018348623999999997,1,26,0.0,6300,243,6,0.353909465,0.11329588,0.0,training,519,2550,42,5,453,714,1638.0,713.764044,0.853798059619033,0.5301646660981982
2399,2,0.786289,3.035087719,0.519083969,0.229007634,0.08396946599999999,0.007633588,0.771276596,0.0,0.067028986,0,0.23359169999999999,0.5,1,63,0.0,1030,131,3,0.076335878,0.078947368,1.0,training,519,1870,12,2,84,1809,648.9,81.31578904,0.8654264045343061,0.40651807194447953
593,3,0.781022,3.604878049,0.6759259259999999,0.324074074,0.166666667,0.134259259,0.468113976,0.0,0.070769231,0,0.125645874,0.225490196,1,68,0.0,1755,216,9,0.027777778,0.007462687,0.0,training,519,2563,12,2,1343,2086,1193.4,13.097015685,0.8529057809073356,0.15886910488091516
8483,2,0.8423450000000001,1.913738019,0.8292682929999999,0.341463415,0.094512195,0.006097561,0.448758909,0.0,0.034324943,0,0.22330290100000003,0.01236476,1,44,0.0,3978,328,9,0.298780488,0.074074074,0.0,training,519,3868,12,9,1922,1354,1750.32,294.666666372,0.8686287904691933,0.16428750630761857
2030,8,0.0784091,2.744186047,0.640243902,0.280487805,0.237804878,0.219512195,0.41575977399999997,0.0,0.032648126,0,0.264281733,0.022196262,1,16,0.0,8571,164,3,0.262195122,0.069258809,1.0,training,0,3798,12,5,453,714,1371.36,593.6172519390001,0.8660721116759263,0.834962228306857
7230,1,0.85,1.27184466,0.355769231,0.128205128,0.032051282,0.006410256,0.389093288,0.0,0.010648148,0,0.211222823,0.10098416800000001,1,4,0.0,35293,312,3,0.028846154,0.10164083900000001,1.0,training,0,3654,12,5,801,833,1411.72,3587.2101308270003,0.8717662624074807,0.8338562360433432
6289,2,0.869344,1.967741935,0.037037037,0.009259259,0.0,0.0,0.457243816,0.0,0.025041736000000002,0,0.161301199,0.139097744,0,5,0.0,5461,216,2,0.018518519,0.081712062,1.0,training,519,1922,12,1,382,0,273.05,446.229570582,0.8529057809073356,0.5810956417872526
4656,0,0.6008133639871819,6.5,0.0,0.0,0.0,0.0,21.0,-1.0,0.31578947399999996,0,0.44361198700000004,-1.0,0,48,0.0,74,2,4,0.5,0.071428571,0.0,training,519,3566,12,3,453,714,35.52,5.285714254,0.11920292202211755,0.15112476688944754
8588,8,0.44611899999999993,2.397435897,0.65,0.3625,0.0375,0.025,0.230207065,0.0,0.087947883,0,0.22785682100000001,0.013888889,1,45,0.0,1013,80,7,0.075,0.061728395,0.0,training,0,2573,12,3,1079,1230,455.85,62.530864135,0.5574376329113074,0.16361417605920497
203,0,0.6008133639871819,5.448275862000001,0.533333333,0.133333333,0.133333333,0.133333333,0.7222222220000001,0.0,0.1,0,0.27800124600000004,0.041666667000000004,1,61,0.0,477,30,5,0.0,0.037735849,0.0,training,519,5,12,1,2081,0,290.97,17.999999973,0.14383654198794024,0.15796216737170152
7906,0,0.6008133639871819,2.618357488,0.716894977,0.465753425,0.159817352,0.08219178099999999,0.509681093,0.0,0.098609355,0,0.224798458,0.088028169,1,51,0.0,2620,219,13,0.068493151,0.136666667,0.0,training,519,846,51,7,1518,2258,1336.2,358.06666753999997,0.8519528019683106,0.15823380611778692
6943,1,0.679905,1.62745098,0.222222222,0.031746032,0.0,0.0,0.368394048,0.0,0.162621359,0,0.262156514,0.017647059,0,19,0.0,1836,63,7,0.0,0.034582133,1.0,training,0,2287,8,4,1043,434,348.84,63.492796188,0.47062211201074466,0.8320183851339245
552,8,0.461196,4.1411764710000005,0.7241379309999999,0.5287356320000001,0.333333333,0.229885057,0.486910995,0.0,0.086956522,0,0.23447833199999998,0.047085202,1,42,1.0,2063,87,0,0.034482759,0.075650118,1.0,training,519,3228,12,1,0,0,866.46,156.066193434,0.5237915435013812,0.4068961313592678
2198,2,0.622069,1.681318681,0.545454545,0.112299465,0.021390374,0.005347594000000001,0.46611797,0.0,0.043202033,0,0.220830092,0.04148784,1,16,0.0,6615,187,2,0.347593583,0.10479041900000001,1.0,training,519,2173,12,4,453,714,1058.4,693.188621685,0.8596637505099167,0.834962228306857
10515,8,0.6194109999999999,2.35678392,0.645320197,0.295566502,0.21182266,0.09359605900000001,0.47513053,0.0015128589999999999,0.031307551,0,0.20992542100000003,0.028744327000000004,1,43,1.0,2923,203,0,0.068965517,0.111821086,1.0,training,0,3348,12,1,0,0,1256.89,326.853034378,0.8664079614808038,0.5
4384,0,0.6008133639871819,2.456730769,0.5106382979999999,0.17021276600000002,0.06808510599999999,0.046808511,0.44070512799999995,0.0,0.024608501,0,0.244259019,0.10691144699999999,1,19,0.0,10505,235,5,0.157446809,0.08632287,1.0,training,0,883,12,5,453,714,1995.95,906.82174935,0.853798059619033,0.8320183851339245
9396,0,0.6008133639871819,0.02,0.0,0.0,0.0,0.0,0.199485093,0.0,0.090909091,0,0.164162656,0.020378457,0,0,0.0,10708,51,3,0.0,0.21328671300000002,0.0,training,0,1803,12,3,1680,1090,0.0,2283.8741228040003,0.4572475058826808,0.16451646289656316
10384,1,0.814543,7.5,0.2,0.2,0.0,0.0,0.442776735,0.0,0.23809523800000001,0,0.3218,0.014705882,0,100,0.0,0,5,0,0.4,0.08,0.0,training,0,254,12,1,0,0,0.0,0.0,0.11920292202211755,0.15093676035290013
2867,0,0.6008133639871819,2.325,0.658682635,0.311377246,0.16167664699999998,0.077844311,21.0,-1.0,0.081001473,0,0.220427454,-1.0,1,37,0.0,2907,167,9,0.263473054,0.1,1.0,training,519,1965,12,2,201,0,1075.59,290.7,0.86034781658324,0.40960672324473796
1883,6,0.491325,3.111111111,0.46218487399999997,0.21008403399999998,0.058823529000000006,0.025210084,0.442941176,0.0,0.056603774,0,0.265704278,0.031496063,1,27,0.0,3575,119,10,0.058823529000000006,0.119008264,1.0,training,519,927,12,4,883,1104,965.25,425.4545438,0.8504449636679104,0.44615554923437645
9079,1,0.758653,5.0,0.2,0.0,0.0,0.0,21.0,-1.0,0.063492063,0,0.385287356,-1.0,0,77,0.0,34,10,0,0.0,0.05,1.0,training,519,2443,12,1,0,0,26.18,1.7000000000000002,0.12274737053992171,0.14804719803168948
4751,7,0.19587000000000002,4.8888888889999995,0.39285714299999996,0.17857142899999998,0.14285714300000002,0.107142857,21.0,-1.0,0.167464115,0,0.241621698,-1.0,1,68,0.0,354,28,2,0.0,0.1,1.0,training,0,530,27,2,2094,0,240.72,35.4,0.14185106490048777,0.15886910488091516
770,0,0.6008133639871819,1.7482517480000002,0.511363636,0.0625,0.028409091,0.017045455,0.40523961700000005,0.0,0.047075606,0,0.251908929,0.06020558,1,11,0.0,9245,176,6,0.079545455,0.09569378,1.0,training,519,1800,12,1,291,0,1016.95,884.6889961,0.8655379206100237,0.8387300892468948
